title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Coffee with D,tt6334874,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Official_Poster_of_Coffee_With_D.jpg/220px-Official_Poster_of_Coffee_With_D.jpg,https://en.wikipedia.org/wiki/Coffee_with_D,Coffee with D,Coffee with D,0.0,2017,123,Comedy,4.5,563.0,"A celebrated journalist interviews one of the world's most dreaded terrorists  ""D"".","A celebrated journalist interviews one of the world's most dreaded terrorists  ""D"".",,Sunil Grover|Zakir Hussain|Dipannita Sharma|Rajesh Sharma|,,20 January 2017 (India)
Main Page,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Presidentes_del_Per%C3%BA_y_Bolivia_inauguran_Encuentro_Presidencial_y_III_Gabinete_Binacional_Per%C3%BA-Bolivia_%2836962597345%29_%28cropped%29.jpg/120px-Presidentes_del_Per%C3%BA_y_Bolivia_inauguran_Encuentro_Presidencial_y_III_Gabinete_Binacional_Per%C3%BA-Bolivia_%2836962597345%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Main_Page,,,,,,,,,,,,,,
Players (2012 film),tt1784589,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Players_Official.jpg/220px-Players_Official.jpg,https://en.wikipedia.org/wiki/Players_(2012_film),Players,Players,0.0,2012,163,Action|Crime|Thriller,4.1,3621.0,The Indian remake of the Italian Job. Romanian gold is to be transferred from Russia to Romania after many years. A gang made up of a con man  a con women  an illusionist  a makeup artist  an explosive cum gadgets expert and world's number 1 hacker steal the gold. But the hacker named spider betrays the whole team and takes all the gold.,Two thieves  a magician  a computer hacker  a wannabe actor and a explosives expert plan a robbery to fulfill the dream of Victor Braganza. Will they be successful or will destiny have something different for them?,,Vinod Khanna|Abhishek Bachchan|Bobby Deol|Sonam Kapoor|Bipasha Basu|Neil Nitin Mukesh|Sikander Kher|Omi Vaidya|Johnny Lever|Shweta Bhardwaj|Mustafa Burmawala|,2 wins & 4 nominations,6 January 2012 (India)
Days of Tafree,tt5909308,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Days_of_Tafree_Official_Poster.jpg/220px-Days_of_Tafree_Official_Poster.jpg,https://en.wikipedia.org/wiki/Days_of_Tafree,Days of Tafree,Days of Tafree,0.0,2016,155,Comedy,7.4,221.0,The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships  love and romance  the end of their college days and the beginning of a new life.,The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships  love and romance  the end of their college days and the beginning of a new life.,,Yash Soni|,,23 September 2016 (India)
Chaarfutiya Chhokare,tt3021244,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Chaarfutiya_Chhokare.jPG/220px-Chaarfutiya_Chhokare.jPG,https://en.wikipedia.org/wiki/Chaarfutiya_Chhokare,Chaarfutiya Chhokare,Chaarfutiya Chhokare,0.0,2014,119,Drama|Thriller,6.4,24.0,Neha  comes to a small village in Bihar  India to construct a school building  for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know that the three boys who guided her to the school building are hardcore criminals and have been involved in several murders. Faces of all three in their adolescence  get etched in Neha's mind. With the news of the Rupees twenty million fund coming to the village spreads  politics of greed germinates. Paras  a contractor  lures the five school trust members and promises them to redo their houses if they help him construct the school. The trustee members agree but before they can proceed  Lakhan who has a strong foothold over the village hires the three boys to kill Paras. They kill Paras and the tender goes to Lakhan. Neha meets Janki  mother of one of the boys and is shocked to know about the circumstances that led the three boys into crimes. Mired in poverty they thrown into the world of crime for the...,Neha  comes to a small village in Bihar  India to construct a school building  for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know ...                    ,,Soha Ali Khan|Zakir Hussain|Seema Biswas|Mukesh Tiwari|Harsh Mayar|Aaditya Jaiswal|,,26 September 2014 (India)
Rough Book,tt4358344,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Rough_Book_hindi_film_poster.jpg/220px-Rough_Book_hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Rough_Book,Rough Book,Rough Book,0.0,2016,100,Drama,7.3,146.0,Rough Book is a hard look at the education system in contemporary India. Though one of the finest systems in the world  the lacunae in the system have created issues. The story is told to us through the eyes of a teacher  Santoshi Kumari  who rallies through a divorce with a corrupt income tax officer to become a teacher of Physics in a school. Her pupils are in the D division - 'D' sarcastically referred to as Duffers by both the students and other teachers. How Santoshi rebels against the system to fight for her students  forms the bulk of the simply told  yet completely thought provoking film. The rebellion of the teacher and her students are internalised to make their point.,Rough Book is a hard look at the education system in contemporary India. Though one of the finest systems in the world  the lacunae in the system have created issues. The story is told to ...                    ,,Tannishtha Chatterjee|Mukesh Hariawala|Amaan f Khan|Kaizaad Kotwal|Joy Sengupta|Jayati Bhatia|Jayesh Bhatia|Deepika Amin|Vinay Jain|Ram Kapoor|,,24 June 2016 (India)
Inkaar (2013 film),tt2094854,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Inkaarmovieposter.jpg/220px-Inkaarmovieposter.jpg,https://en.wikipedia.org/wiki/Inkaar_(2013_film),Inkaar,Inkaar,0.0,2013,125,Drama|Romance|Thriller,6.1,2352.0,At a leading ad agency  the battle for the top job between Rahul Verma  the advertising CEO  and Maya Luthra  his ambitious protégée  takes an ugly turn when Maya files a sexual harassment complaint against Rahul.,At a leading ad agency  the battle for the top job between Rahul Verma  the advertising CEO  and Maya Luthra  his ambitious protégée  takes an ugly turn when Maya files a sexual harassment complaint against Rahul.,,Arjun Rampal|Chitrangda Singh|Vipin Sharma|Mithun Rodwittiya|,1 nomination,18 January 2013 (India)
Koyelaanchal,tt3640942,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Official_Poster_of_Koyelaanchal_Film.jpg/220px-Official_Poster_of_Koyelaanchal_Film.jpg,https://en.wikipedia.org/wiki/Koyelaanchal,Koyelaanchal,Koyelaanchal,0.0,2014,145,Action|Drama,5.6,240.0,Koyelaanchal (coal belt of India) brings to light the explosive story of the people who have kept our precious fuel station at ransom for centuries. Koyelaanchal unveils itself through Saryu Bhan Singh (Vinod Khanna) an ex-owner turned Mafioso of the region  who through his sheer brutality & blatant defiance of law of the land  forces the people & the authorities to acknowledge him as their 'maalik'. Any protest  any voice of dissent against him is dealt with spine chilling violence of epic proportions.,Koyelaanchal (coal belt of India) brings to light the explosive story of the people who have kept our precious fuel station at ransom for centuries. Koyelaanchal unveils itself through ...                    ,Sabse Bada Mafia Bhaarat Sarkaar Hai,Kannan Arunachalam|Biswanath Basu|Vinod Khanna|Roopali Krishnarao|Sunil Shetty|Lata S. Singh|Ravi Singh|Chitragupta Sinha|Ashu Trikha|,1 nomination,9 May 2014 (USA)
Matru Ki Bijlee Ka Mandola,tt2106537,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg/220px-Matru_Ki_Bijlee_Ka_Mandola_poster.jpeg,https://en.wikipedia.org/wiki/Matru_Ki_Bijlee_Ka_Mandola,Matru ki Bijlee ka Mandola,Matru ki Bijlee ka Mandola,0.0,2013,151,Comedy|Drama,5.6,5794.0,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,Harry is an industrialist who loves his daughter Bijlee  and the bond they share with Harry's man friday  Matru. Bijlee's plan to wed the son of a politician  however  brings twists and turns in the lives of Matru  Bijlee and Mandola.,,Imran Khan|Anushka Sharma|Pankaj Kapur|Lekha Washington|Arya Babbar|,1 nomination,11 January 2013 (India)
Phata Poster Nikhla Hero,tt2615584,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Phata_Poster_Nikhla_Hero_Official_poster.jpg/220px-Phata_Poster_Nikhla_Hero_Official_poster.jpg,https://en.wikipedia.org/wiki/Phata_Poster_Nikla_Hero,Phata Poster Nikhla Hero,Phata Poster Nikhla Hero,0.0,2013,146,Action|Comedy,4.8,3965.0,After Vishwas Rao (Shahid Kapoor) is raised by his Mother (Padmini Kolhapure)  who apparently dreams of him becoming a Police Inspector. However  he has different plans in mind. Vishwas wants to become a film star. In Mumbai  after helping out a social-worker  Kajal (Ileana D'Cruz)  whilst dressed as an Police Inspector for a photo shoot  she mistakes him as an Inspector  and he eventually plays along. Suddenly her mother arrives in Mumbai. How will Vishwas get rid of his troubles?,Vishwas Rao is raised by his mother who wants him to become a police officer while he wants to become an actor.,,Shahid Kapoor|Ileana D'Cruz|Padmini Kolhapure|Mukesh Tiwari|Darshan Jariwala|Saurabh Shukla|Zakir Hussain|Sanjay Mishra|Shiva Natrajan|Rana Jung Bahadur|Prateek|Ishtiyaq|Vishwanath|,3 nominations,20 September 2013 (India)
Pihu,tt8458202,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Pihu_Movie_Poster.jpg/220px-Pihu_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Pihu_(film),Pihu,Pihu,0.0,2018,91,Drama|Thriller,6.7,1582.0,The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler  she is occasionally trapped in the accidental situations.,The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler  she is occasionally trapped in the accidental situations.,,Rahul Bagga|Pihu Myra Vishwakarma|,,16 November 2018 (India)
Half Girlfriend (film),tt5474042,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Half_Girlfriend_Poster.jpg/220px-Half_Girlfriend_Poster.jpg,https://en.wikipedia.org/wiki/Half_Girlfriend_(film),Half Girlfriend,Half Girlfriend,0.0,2017,135,Drama|Romance,4.3,5577.0,Once upon a time  there was a Bihari boy called Madhav. He fell in love with a girl from Delhi called Riya. Madhav didn't speak English well. Riya did. Madhav wanted a relationship. Riya didn't. Riya just wanted friendship. Madhav didn't. Riya suggested a compromise. She agreed to be his half girlfriend.,"Madhav meets a girl named Riya and falls in love. After stuggling to convince her to be his girlfriend  she half heartedly agrees to be his ""Half Girlfriend""",,Shraddha Kapoor|Dalip Sondhi|Arjun Kapoor|Vikrant Massey|Rhea Chakraborty|Greg Kriek|Anisa Butt|Carishma Basday|Seema Biswas|Paula McGlynn|Adam Davenport|Vikas Mandaliya|Aaron Latta-Morissette|Hugo Salazar Jr.|,3 wins & 9 nominations,19 May 2017 (USA)
Raanjhanaa,tt2359810,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Raanjhanaafilmposter.jpg/220px-Raanjhanaafilmposter.jpg,https://en.wikipedia.org/wiki/Raanjhanaa,Raanjhanaa,Raanjhanaa,0.0,2013,140,Drama|Romance,7.6,27434.0,"The pundit's son Kundan (Dhanush) has fallen for the girl at first sight. That they're both kids makes us dismiss it as a meaningless crush. But a few years later  the boy is still in love with the girl  Zoya (Sonam Kapoor). When she's in school  he follows her around holding her hand and getting slapped in the process. Finally  she relents because of his ""consistency"". The film shifts cities when Zoya gets into JNU (Jawaharlal Nehru University)  and through her  we are introduced to the idealistic and political culture of the place. She discovers a long-lost strength as she confronts and then falls for student leader Akram (Abhay Deol). The film takes a turn when Zoya returns to her hometown after eight long years only to find some things changed  and others surprisingly the same.",Kundan  the son of a Hindu pundit  discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However  he persistently seeks to win her heart.,,Dhanush|Sonam Kapoor|Mohammed Zeeshan Ayyub|Swara Bhaskar|Abhay Deol|Shilpi Marwaha|Suraj Singh|Kumud Mishra|Deepika Amin|Nisha Jindal|Vipin Sharma|Naman Jain|Arvind Gaur|Sujata Kumar|,8 wins & 25 nominations,21 June 2013 (India)
Happy New Year (2014 film),tt2461132,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Happy_New_Year_Poster_%282014_film%29.jpg/220px-Happy_New_Year_Poster_%282014_film%29.jpg,https://en.wikipedia.org/wiki/Happy_New_Year_(2014_film),Happy New Year,Happy New Year,0.0,2014,180,Action|Comedy|Music,5.1,32113.0,A team of losers attempt to pull off mass revenge against a past traitor. They are required to win a dance competition as part of the plan  they get entangled with the presence of a somewhat unintelligent local dance performer who cannot learn the backstory of the betrayal.,A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.,,Shah Rukh Khan|Deepika Padukone|Anupam Kher|Abhishek Bachchan|Anurag Kashyap|Jackie Shroff|Boman Irani|Sajid Khan|Prabhu Deva|Gauri Khan|Sonu Sood|Malaika Arora|Varun Pruthi|Kiku Sharda|,15 wins & 24 nominations,24 October 2014 (USA)
Kamaal Dhamaal Malamaal,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Kamaal_Dhamaal_Malamaal_-_Movie_Poster.png/220px-Kamaal_Dhamaal_Malamaal_-_Movie_Poster.png,https://en.wikipedia.org/wiki/Kamaal_Dhamaal_Malamaal,,,,,,,,,,,,,,
ABCD 2,tt3679000,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/ABCD_2_poster.jpeg/220px-ABCD_2_poster.jpeg,https://en.wikipedia.org/wiki/ABCD_2,Any Body Can Dance 2,Any Body Can Dance 2,0.0,2015,154,Biography|Drama|Music,5.5,4750.0,The story traces the journey of an Indian dance troupe  a motley assortment of boys and girls who come from the backstreet's of a Mumbai suburb; their rise to fame  sudden downfall and then their heroic attempt to seek vindication by regaining their lost glory and pride. Will they be able to achieve success at the biggest International platform? Will they make their beloved Vishnu Sir proud  who is himself struggling with his not so perfect past? ABCD 2 is a grand 3D Dance Film which travels to the vibrant city of Las Vegas and is a bittersweet journey of love  friendship  betrayal  honor and redemption.,Based on the true story of the Fictitious Dance group; their rise to fame  sudden downfall  and their heroic attempt to seek vindication by regaining their lost pride and glory.,,Prabhu Deva|Varun Dhawan|Shraddha Kapoor|Lauren Gottlieb|Dharmesh Yelande|Punit Pathak|Raghav Juyal|Tisca Chopra|Jineet Rath|Akanksha Nehra|Prachee Shah Paandya|,3 wins & 1 nomination,19 June 2015 (USA)
Prince (2010 film),tt1455816,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Prince_poster.jpg/220px-Prince_poster.jpg,https://en.wikipedia.org/wiki/Prince_-_It%27s_Showtime,Prince,Prince,0.0,2010,138,Action|Sci-Fi|Thriller,4.2,1753.0,PRINCE It's Showtime ... Nothing and No One Can Be Trusted..... One of the savviest thieves in the world commits the biggest heist of his life. He wakes up next morning to realize he has a gunshot wound on his arm that he doesn't remember getting. In his quest to find answers he discovers his name is Prince  he used to work for a man named Sarang and his girlfriend's name is Maya. He is being hunted by the secret service of India- I Grip  the CBI and the biggest white collared criminals in the world. He is the most wanted man in the country because only he knows the whereabouts of the heist  which contains a secret that is linked not only to his loss of memory but threatens the future of the Human Race. Prince can rely only on his razor sharp instincts to salvage himself. The web of deception spins and Prince gets even more entangled. Nothing and no one can be trusted. Every day he meets a new girl claiming to be Maya... Every cop and criminal in the country is out for his blood... He...,A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.,It's Showtime!,Vivek Oberoi|Isaiah|Aruna Shields|Nandana Sen|Neeru Bajwa|Sanjay Kapoor|Dalip Tahil|Manish Anand|Mayur Puri|Rajesh Khattar|,1 win & 1 nomination,9 April 2010 (India)
Dharam Sankat Mein,tt4354740,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Dharam_Sankat_Mein_-_2015_Movie_Poster.jpg/220px-Dharam_Sankat_Mein_-_2015_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Dharam_Sankat_Mein,Dharam Sankat Mein,Dharam Sankat Mein,0.0,2015,129,Comedy,6.2,1822.0,Mr Dharam at the age of 55 figures out that he was adopted by a Hindu family after his Muslim father left him.He then tries to Meet his father who is in Critical Condition but the Imam says him to Become a Muslim for that. What Follows Next Are a bunch of comical events,At the age of 55  a Hindu man discovers that he was born Muslim and adopted by a Hindu family.,,Naseeruddin Shah|Paresh Rawal|Annu Kapoor|,,10 April 2015 (India)
Meri Pyaari Bindu,tt5472374,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Meri_Pyaari_Bindu.jpg/220px-Meri_Pyaari_Bindu.jpg,https://en.wikipedia.org/wiki/Meri_Pyaari_Bindu,Meri Pyaari Bindu,Meri Pyaari Bindu,0.0,2017,117,Comedy|Drama|Romance,5.8,3266.0,"Fed up with the lack of critical appreciation despite being a successful writer  Abhimanyu Roy (Ayushmann Khurrana) returns to his roots in Kolkata to write more meaningful literature and decides on an old-fashioned love story - which was now  3 years in the making. This writer's block is called Bindu (Parineeti Chopra). How do you contain this unpredictable  crazy  restless  larger than life  live wire in the pages of a book? As Abhi says ''You know when a song comes on and you just have to dance? Bindu was that song. That silly infectious joyful tune you couldn't get out of your head - even if you wanted to."" So where should he begin? Where should he end? But when Abhi stumbles across an old audio cassette of their favorite playlist  it sends Abhi down memory lane - and as he waltzes in and out of his past and present through the songs in the mixed tape  he finally faces reality and reconnects with his roots  with his family and his novel starts writing itself. Of course  life in ...",A successful writer Abhimanyu Roy  stuck with writers block  returns to his roots to write an old-fashioned love story.,,Ayushmann Khurrana|Parineeti Chopra|Anirban Chakraborty|Malvika Sitlani|Nishant Dahiya|Chandrachoor Rai|Prakash Belawadi|Amrita Bagchi|Aarnaa Sharma|Rajatabha Dutta|Kharaj Mukherjee|Abish Mathew|June Malia|Aparajita Adhya|,4 nominations,12 May 2017 (USA)
Mary Kom (film),tt3001638,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/MaryKomPoster.jpg/220px-MaryKomPoster.jpg,https://en.wikipedia.org/wiki/Mary_Kom_(film),Mary Kom,Mary Kom,0.0,2014,122,Action|Biography|Drama,6.8,9307.0,A chronicle of the life of Indian boxer Mary Kom  who went through several hardships before audaciously accomplishing her ultimate dream.,A chronicle of the life of Indian boxer Mary Kom  who went through several hardships before audaciously accomplishing her ultimate dream.,,Priyanka Chopra|Sunil Thapa|Robin Das|Rajni Basumatary|Darshan Kumaar|Lin Laishram|Bijou Thaangjam|,7 wins & 10 nominations,5 September 2014 (India)
Rebellious Flower,tt4659548,https://upload.wikimedia.org/wikipedia/en/b/b8/Rebellious_Flower_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Rebellious_Flower_(2016),Rebellious Flower,Rebellious Flower,0.0,2016,109,Biography|Drama,6.8,230.0,How the innocent and intrinsic questions of a child ripen into the inner rebellion of a youth  through which ultimately a rebellious flower blooms  who shares the fragrance unconditionally. The story is a bouquet of hand-picked flowers from the garden of an unending celebration. Inspired by the life of Osho  it's a first feature film on the spiritual guru Rajneesh Osho.,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,The flight of the heart beyond mind| time and space,Prince Shah|Shashank Singh|Mantra|Shaneel Sinha|,1 win & 1 nomination,15 January 2016 (India)
Blood Money (2012 film),tt2246595,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Blood_Money_Poster_2.jpg/220px-Blood_Money_Poster_2.jpg,https://en.wikipedia.org/wiki/Blood_Money_(2012_film),Blood Money,Blood Money,0.0,2012,109,Action|Drama|Thriller,5.1,893.0,The film is about a young and simple man  Kunal played by Kunal Khemu who is in love with Arzoo played by Amrita Puri  however her parents do not allow her to marry him  as he is unsuccessful. Runing away to get married. Kunal shifts to Cape Town and starts to work in a small business of diamond-exporting. Kunal slowly is dragged into the under hand dealing of the diamond trading company.,A young man elopes with the girl he loves and moves to South Africa  where he works in the diamond-exporting business. Slowly  he is pulled into the underworld.,When dreams become nightmares,Manish Chaudhary|Kunal Khemu|Amrita Puri|Shekar Shukla|Teeshay|,,30 March 2012 (India)
Yeh Saali Aashiqui,tt10443846,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Yeh_Saali_Aashiqui_film_poster.jpg/220px-Yeh_Saali_Aashiqui_film_poster.jpg,https://en.wikipedia.org/wiki/Yeh_Saali_Aashiqui,Yeh Saali Aashiqui,Yeh Saali Aashiqui,0.0,2019,\N,Thriller,,,,Add a Plot »,,Vardhan Puri|Jessey Lever|,,
Yeh Dooriyan,tt1826051,https://upload.wikimedia.org/wikipedia/en/9/98/Yeh_Dooriyan.jpg,https://en.wikipedia.org/wiki/Yeh_Dooriyan,Yeh Dooriyan,Yeh Dooriyan,0.0,2011,107,Drama|Romance,5.1,68.0,This is the story of a strong 35 year old beautiful and a famous choreographer divorced with two kids  living alone and is forced by her peers and family to remarry and find a father for her kids. She promises that she will marry any guy that loves her children as much as her.,A divorced businesswoman with two children falls in love with a much younger man.,Love after divorce......is it a crime?,Deepshika Nagpal|Inder Kumar|Delnaaz Irani|Chitrashi Rawat|Kunickaa Sadanand|Achint Kaur|Rajesh Khera|Shishir Sharma|Anita Wahi|Ayub Khan|Baby Vidhir|Master Vivak|Kaishav Arora|,,26 August 2011 (India)
Murder 3,tt2429640,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Murder_3.jpg/220px-Murder_3.jpg,https://en.wikipedia.org/wiki/Murder_3,Murder 3,Murder 3,0.0,2013,124,Drama|Mystery|Thriller,4.9,2182.0,A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house  made decades ago is as beautiful as it is scary. It holds many secrets which Nisha is soon to unearth; of the life of the man who made it and of Vikram  who is dealing with the mysterious disappearance of his former girlfriend Roshni.,A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house  made decades ...                    ,,Randeep Hooda|Aditi Rao Hydari|,,15 February 2013 (India)
Gang of Ghosts,tt3531604,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Gang_Of_Ghosts%2C_Official_Poster%2C_2014.jpg/220px-Gang_Of_Ghosts%2C_Official_Poster%2C_2014.jpg,https://en.wikipedia.org/wiki/Gang_of_Ghosts,Gang of Ghosts,Gang of Ghosts,0.0,2014,128,Comedy|Horror,3.6,320.0,A story about a group of ghosts who have lost their shelter due to urbanization. The story starts with a struggling wannabe director who somehow crosses paths with a stranger. The stranger starts to narrate a story to him about a group of ghosts that stays together. The story that the stranger narrates shows the communal  social  linguistic and historical differences among the ghosts  as they belong to different eras. But very soon these ghosts face an issue protecting their haunt from the hands of demolition.,A story about a group of ghosts who have lost their shelter due to urbanization. The story starts with a struggling wannabe director who somehow crosses paths with a stranger. The stranger ...                    ,Bhutiapanti,Sharman Joshi|Mahie Gill|,,21 March 2014 (India)
Krishna Aur Kans,tt2321492,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/KRISHNA_AUR_KANS.gif/220px-KRISHNA_AUR_KANS.gif,https://en.wikipedia.org/wiki/Krishna_Aur_Kans,Krishna Aur Kans,Krishna Aur Kans,0.0,2012,117,Action|Adventure|Animation,6.3,157.0,"It is the story of Krishna  the destiny's child  born as the nemesis of brutal king Kans who had tormented the kingdom with his ruthless dominance. Growing up as a naughty prankster  Krishna from a very early age displays his valiant powers over the deadly demons send by Kans  whose frustrations grow as every death defying duel hails Krishna emerging as a real hero among his folks. Years of futile efforts to eliminate his nemesis at last compels Kans to invite Krishna for a decisive duel in the coliseum as the massive crowd breathlessly witnesses the final faceoff between good and evil. As an epic magnum opus  ""Krishna aur Kans"" promises a complete entertainment package. The pace and speed of the film aptly support the emergence of Krishna  the greatest legendary heritage character of India  that manages to keep the graph of excitement soaring till the end. Adding another magic touch to the package is the heartwarming music of the film. Krishna aur Kans as an animated feature film ...",Hailed as India's first stereoscopic animated film  'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.,,Manoj Bajpayee|Harish Bhimani|Neetu Chaudhary|Juhi Chawla|Kenneth Desai|Meghna Erande|Meena Goculdas|A.K. Hangal|Ninad Kamat|Jameel Khan|Mukesh Khanna|Anupam Kher|Vinod Kulkarni|Rahul Mulani|,,3 August 2012 (India)
Kesari (film),tt6264938,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Kesari_poster.jpg/220px-Kesari_poster.jpg,https://en.wikipedia.org/wiki/Kesari_(film),Kesari,Kesari,0.0,2019,150,Action|Drama|History,7.4,10653.0,This period war-drama showcases the 1897 Battle of Saragarhi. The plot focuses on Havildar Ishar Singh who led a platoon of 21 Sikhs against an invading army of 10 000 Afghans to defend the North-West Frontier Province. The event is considered as one of the greatest last-stands in history.,Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10 000 Afghans in 1897.,,Akshay Kumar|Parineeti Chopra|Suvinder Vicky|Vansh Bhardwaj|Sumeet Basran|Ajit Singh|Sandeep Nahar|Harwinder Singh Aujla|Rakesh Sharma|Adhrit Sharma|Vivek Saini|Harbhagwan Singh|Rajdeep Singh Dhaliwal|Gurpreet Toti|,,21 March 2019 (USA)
Setters (film),tt9239772,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Setters_Official_Poster.png/220px-Setters_Official_Poster.png,https://en.wikipedia.org/wiki/Setters_(film),Setters,Setters,0.0,2019,126,Thriller,5.1,158.0,"A thriller set in Benares  Jaipur  Mumbai and Delhi  Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop  and the other a ""setter"" who arranges brilliant students in place of weak students to appear in examinations.",A thriller set in Benares  Jaipur  Mumbai and Delhi  Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop  ...                    ,,Shreyas Talpade|Aftab Shivdasani|Sonnalli Seygall|Ishita Dutta|Pavan Malhotra|Vijay Raaz|Manu Rishi Chadha|Anil Charanjeett|Pankaj Jha|Jameel Khan|Niharika Kundu|Tanuka Laghate|Venus Singh|Neeraj Sood|,,3 May 2019 (India)
M Cream,tt2963974,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/MCR_Theatrical_Poster.jpg/220px-MCR_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/M_Cream,M Cream,M Cream,0.0,2014,112,Adventure|Comedy|Drama,5.7,590.0,FIGS is the typical cynic one finds lurking in the expansive lawns of Delhi University. Entangled in a web of drugged out delirium  he's the quintessential rebel. His world is thrown into disarray when his conservative parents begin to chalk out a strategy for his future. Things only become worse when a sudden scarcity of hash deprives Figs of his favorite pastime. Unable to cope with the situation  Figs joins forces with his best friend MAGGIE on a quest to attain M Cream  a mythical form of hash. They hastily devise a plan to trek to the far reaches of the Himalayas in pursuit of this goal. Maggie ropes in her boyfriend NIZ  who's purportedly headed to the hills on a photo assignment. Unbeknownst to Figs  the trio is joined by JAY  a close friend of Niz. Chaos ensues as the reckless travelers journey across the Himalayan expanse. The road trip results in a series of unexpected encounters that begin to unravel the myriad realities of rebellion. Difficult choices are made and ...,A motley crew of university students set out on a journey in pursuit of a mythical form of hash  confronting a series of encounters that begin to unravel the myriad realities of rebellion.,,Tom Alter|Raaghav Chanana|Ira Dubey|Lushin Dubey|Auritra Ghosh|Rahil Gilani|Barry John|Santosh Ojha|Beatrice Ordeix|Lili Rocha|Imaaduddin Shah|,4 wins,22 July 2016 (India)
